Team,Game ID,Type,Inning,Score
Orioles,747063,Offensive,6,9
Orioles,747063,Offensive,7,0
Orioles,747063,Offensive,8,1
Orioles,747063,Offensive,9,0
Braves,745599,Offensive,1,2
Braves,745599,Offensive,2,3
Braves,745599,Offensive,3,2
Braves,745599,Offensive,4,0
Braves,745599,Offensive,5,0
Braves,745599,Offensive,6,4
Braves,745599,Offensive,7,0
Braves,745599,Offensive,8,0
Braves,745599,Offensive,9,1
Phillies,745599,Offensive,1,3
Phillies,745599,Offensive,2,0
Phillies,745599,Offensive,3,1
Phillies,745599,Offensive,4,0
Phillies,745599,Offensive,5,0
Phillies,745599,Offensive,6,0
Phillies,745599,Offensive,7,0
Phillies,745599,Offensive,8,0
Phillies,745599,Offensive,9,0
Guardians,745684,Offensive,1,0
Guardians,745684,Offensive,2,2
Guardians,745684,Offensive,3,0
Guardians,745684,Offensive,4,3
Guardians,745684,Offensive,5,2
Guardians,745684,Offensive,6,2
Guardians,745684,Offensive,7,1
Guardians,745684,Offensive,8,0
Guardians,745684,Offensive,9,2
Athletics,745684,Offensive,1,0
Athletics,745684,Offensive,2,2
Athletics,745684,Offensive,3,1
Athletics,745684,Offensive,4,0
Athletics,745684,Offensive,5,0
Athletics,745684,Offensive,6,0
Athletics,745684,Offensive,7,0
Athletics,745684,Offensive,8,0
Athletics,745684,Offensive,9,0
Nationals,746736,Offensive,1,0
Nationals,746736,Offensive,2,0
Nationals,746736,Offensive,3,0
Nationals,746736,Offensive,4,1
Nationals,746736,Offensive,5,1
Nationals,746736,Offensive,6,0
Nationals,746736,Offensive,7,1
Nationals,746736,Offensive,8,1
Nationals,746736,Offensive,9,3
Reds,746736,Offensive,1,0
Reds,746736,Offensive,2,0
Reds,746736,Offensive,3,0
Reds,746736,Offensive,4,1
Reds,746736,Offensive,5,3
Reds,746736,Offensive,6,0
Reds,746736,Offensive,7,0
Reds,746736,Offensive,8,2
Reds,746736,Offensive,9,0
Blue Jays,745119,Offensive,1,0
Blue Jays,745119,Offensive,2,0
Blue Jays,745119,Offensive,3,0
Blue Jays,745119,Offensive,4,0
Blue Jays,745119,Offensive,5,0
Blue Jays,745119,Offensive,6,0
Blue Jays,745119,Offensive,7,1
Blue Jays,745119,Offensive,8,0
Blue Jays,745119,Offensive,9,0
Rays,745119,Offensive,1,0
Rays,745119,Offensive,2,0
Rays,745119,Offensive,3,1
Rays,745119,Offensive,4,0
Rays,745119,Offensive,5,2
Rays,745119,Offensive,6,0
Rays,745119,Offensive,7,1
Rays,745119,Offensive,8,1
Rays,745119,Offensive,9,0
Twins,746333,Offensive,1,0
Twins,746333,Offensive,2,0
Twins,746333,Offensive,3,0
Twins,746333,Offensive,4,0
Twins,746333,Offensive,5,0
Twins,746333,Offensive,6,0
Twins,746333,Offensive,7,0
Twins,746333,Offensive,8,1
Twins,746333,Offensive,9,4
Royals,746333,Offensive,1,0
Royals,746333,Offensive,2,0
Royals,746333,Offensive,3,0
Royals,746333,Offensive,4,0
Royals,746333,Offensive,5,0
Royals,746333,Offensive,6,1
Royals,746333,Offensive,7,0
Royals,746333,Offensive,8,0
Royals,746333,Offensive,9,0
Pirates,746087,Offensive,1,0
Pirates,746087,Offensive,2,0
Pirates,746087,Offensive,3,1
Pirates,746087,Offensive,4,2
Pirates,746087,Offensive,5,2
Pirates,746087,Offensive,6,0
Pirates,746087,Offensive,7,4
Pirates,746087,Offensive,8,0
Pirates,746087,Offensive,9,0
Marlins,746087,Offensive,1,0
Marlins,746087,Offensive,2,0
Marlins,746087,Offensive,3,0
Marlins,746087,Offensive,4,2
Marlins,746087,Offensive,5,0
Marlins,746087,Offensive,6,1
Marlins,746087,Offensive,7,0
Marlins,746087,Offensive,8,0
Marlins,746087,Offensive,9,0
Cubs,745037,Offensive,1,0
Cubs,745037,Offensive,2,2
Cubs,745037,Offensive,3,0
Cubs,745037,Offensive,4,0
Cubs,745037,Offensive,5,0
Cubs,745037,Offensive,6,0
Cubs,745037,Offensive,7,0
Cubs,745037,Offensive,8,0
Cubs,745037,Offensive,9,0
Rangers,745037,Offensive,1,0
Rangers,745037,Offensive,2,2
Rangers,745037,Offensive,3,2
Rangers,745037,Offensive,4,1
Rangers,745037,Offensive,5,0
Rangers,745037,Offensive,6,0
Rangers,745037,Offensive,7,0
Rangers,745037,Offensive,8,6
Rangers,745037,Offensive,9,0
Giants,745436,Offensive,1,0
Giants,745436,Offensive,2,2
Giants,745436,Offensive,3,0
Giants,745436,Offensive,4,0
Giants,745436,Offensive,5,1
Giants,745436,Offensive,6,0
Giants,745436,Offensive,7,0
Giants,745436,Offensive,8,6
Giants,745436,Offensive,9,0
Padres,745436,Offensive,1,0
Padres,745436,Offensive,2,0
Padres,745436,Offensive,3,0
Padres,745436,Offensive,4,0
Padres,745436,Offensive,5,0
Padres,745436,Offensive,6,1
Padres,745436,Offensive,7,0
Padres,745436,Offensive,8,0
Padres,745436,Offensive,9,5
Yankees,746410,Offensive,1,0
Yankees,746410,Offensive,2,0
Yankees,746410,Offensive,3,1
Yankees,746410,Offensive,4,0
Yankees,746410,Offensive,5,0
Yankees,746410,Offensive,6,0
Yankees,746410,Offensive,7,3
Yankees,746410,Offensive,8,1
Yankees,746410,Offensive,9,0
Astros,746410,Offensive,1,0
Astros,746410,Offensive,2,2
Astros,746410,Offensive,3,0
Astros,746410,Offensive,4,0
Astros,746410,Offensive,5,1
Astros,746410,Offensive,6,0
Astros,746410,Offensive,7,0
Astros,746410,Offensive,8,0
Astros,746410,Offensive,9,0
Rockies,747221,Offensive,1,0
Rockies,747221,Offensive,2,2
Rockies,747221,Offensive,3,0
Rockies,747221,Offensive,4,0
Rockies,747221,Offensive,5,5
Rockies,747221,Offensive,6,0
Rockies,747221,Offensive,7,0
Rockies,747221,Offensive,8,2
Rockies,747221,Offensive,9,0
D-backs,747221,Offensive,1,2
D-backs,747221,Offensive,2,0
D-backs,747221,Offensive,3,0
D-backs,747221,Offensive,4,1
D-backs,747221,Offensive,5,1
D-backs,747221,Offensive,6,0
D-backs,747221,Offensive,7,0
D-backs,747221,Offensive,8,0
D-backs,747221,Offensive,9,0
Cardinals,746168,Offensive,1,0
Cardinals,746168,Offensive,2,0
Cardinals,746168,Offensive,3,0
Cardinals,746168,Offensive,4,0
Cardinals,746168,Offensive,5,0
Cardinals,746168,Offensive,6,0
Cardinals,746168,Offensive,7,5
Cardinals,746168,Offensive,8,0
Cardinals,746168,Offensive,9,0
Cardinals,746168,Offensive,10,1
Dodgers,746168,Offensive,1,0
Dodgers,746168,Offensive,2,0
Dodgers,746168,Offensive,3,0
Dodgers,746168,Offensive,4,0
Dodgers,746168,Offensive,5,2
Dodgers,746168,Offensive,6,0
Dodgers,746168,Offensive,7,1
Dodgers,746168,Offensive,8,0
Dodgers,746168,Offensive,9,2
Dodgers,746168,Offensive,10,0
Red Sox,745278,Offensive,1,0
Red Sox,745278,Offensive,2,0
Red Sox,745278,Offensive,3,0
Red Sox,745278,Offensive,4,0
Red Sox,745278,Offensive,5,1
Red Sox,745278,Offensive,6,0
Red Sox,745278,Offensive,7,0
Red Sox,745278,Offensive,8,0
Red Sox,745278,Offensive,9,0
Red Sox,745278,Offensive,10,2
Mariners,745278,Offensive,1,1
Mariners,745278,Offensive,2,0
Mariners,745278,Offensive,3,0
Mariners,745278,Offensive,4,0
Mariners,745278,Offensive,5,0
Mariners,745278,Offensive,6,0
Mariners,745278,Offensive,7,0
Mariners,745278,Offensive,8,0
Mariners,745278,Offensive,9,0
Mariners,745278,Offensive,10,3
Angels,747062,Offensive,1,2
Angels,747062,Offensive,2,2
Angels,747062,Offensive,3,0
Angels,747062,Offensive,4,0
Angels,747062,Offensive,5,0
Angels,747062,Offensive,6,0
Angels,747062,Offensive,7,0
Angels,747062,Offensive,8,0
Angels,747062,Offensive,9,0
Orioles,747062,Offensive,1,0
Orioles,747062,Offensive,2,1
Orioles,747062,Offensive,3,0
Orioles,747062,Offensive,4,0
Orioles,747062,Offensive,5,0
Orioles,747062,Offensive,6,0
Orioles,747062,Offensive,7,0
Orioles,747062,Offensive,8,0
Orioles,747062,Offensive,9,0
Braves,745602,Offensive,1,2
Braves,745602,Offensive,2,0
Braves,745602,Offensive,3,0
Braves,745602,Offensive,4,1
Braves,745602,Offensive,5,0
Braves,745602,Offensive,6,0
Braves,745602,Offensive,7,0
Braves,745602,Offensive,8,1
Braves,745602,Offensive,9,0
Phillies,745602,Offensive,1,1
Phillies,745602,Offensive,2,0
Phillies,745602,Offensive,3,0
Phillies,745602,Offensive,4,0
Phillies,745602,Offensive,5,1
Phillies,745602,Offensive,6,0
Phillies,745602,Offensive,7,3
Phillies,745602,Offensive,8,0
Phillies,745602,Offensive,9,0
Nationals,746739,Offensive,1,0
Nationals,746739,Offensive,2,0
Nationals,746739,Offensive,3,1
Nationals,746739,Offensive,4,0
Nationals,746739,Offensive,5,2
Nationals,746739,Offensive,6,0
Nationals,746739,Offensive,7,1
Nationals,746739,Offensive,8,1
Nationals,746739,Offensive,9,0
Reds,746739,Offensive,1,0
Reds,746739,Offensive,2,0
Reds,746739,Offensive,3,2
Reds,746739,Offensive,4,1
Reds,746739,Offensive,5,0
Reds,746739,Offensive,6,0
Reds,746739,Offensive,7,0
Reds,746739,Offensive,8,0
Reds,746739,Offensive,9,3
Blue Jays,745115,Offensive,1,2
Blue Jays,745115,Offensive,2,2
Blue Jays,745115,Offensive,3,0
Blue Jays,745115,Offensive,4,0
Blue Jays,745115,Offensive,5,3
Blue Jays,745115,Offensive,6,0
Blue Jays,745115,Offensive,7,2
Blue Jays,745115,Offensive,8,0
Blue Jays,745115,Offensive,9,0
Rays,745115,Offensive,1,1
Rays,745115,Offensive,2,0
Rays,745115,Offensive,3,0
Rays,745115,Offensive,4,0
Rays,745115,Offensive,5,0
Rays,745115,Offensive,6,0
Rays,745115,Offensive,7,0
Rays,745115,Offensive,8,0
Rays,745115,Offensive,9,1
Pirates,746090,Offensive,1,0
Pirates,746090,Offensive,2,3
Pirates,746090,Offensive,3,0
Pirates,746090,Offensive,4,1
Pirates,746090,Offensive,5,0
Pirates,746090,Offensive,6,0
Pirates,746090,Offensive,7,3
Pirates,746090,Offensive,8,0
Pirates,746090,Offensive,9,0
Pirates,746090,Offensive,10,2
Marlins,746090,Offensive,1,5
Marlins,746090,Offensive,2,0
Marlins,746090,Offensive,3,0
Marlins,746090,Offensive,4,1
Marlins,746090,Offensive,5,0
Marlins,746090,Offensive,6,0
Marlins,746090,Offensive,7,0
Marlins,746090,Offensive,8,0
Marlins,746090,Offensive,9,1
Marlins,746090,Offensive,10,0
Brewers,745845,Offensive,1,1
Brewers,745845,Offensive,2,1
Brewers,745845,Offensive,3,0
Brewers,745845,Offensive,4,0
Brewers,745845,Offensive,5,1
Brewers,745845,Offensive,6,1
Brewers,745845,Offensive,7,0
Brewers,745845,Offensive,8,0
Brewers,745845,Offensive,9,0
Mets,745845,Offensive,1,0
Mets,745845,Offensive,2,1
Mets,745845,Offensive,3,0
Mets,745845,Offensive,4,0
Mets,745845,Offensive,5,0
Mets,745845,Offensive,6,0
Mets,745845,Offensive,7,0
Mets,745845,Offensive,8,0
Mets,745845,Offensive,9,0
Twins,746332,Offensive,1,0
Twins,746332,Offensive,2,0
Twins,746332,Offensive,3,0
Twins,746332,Offensive,4,0
Twins,746332,Offensive,5,0
Twins,746332,Offensive,6,0
Twins,746332,Offensive,7,0
Twins,746332,Offensive,8,0
Twins,746332,Offensive,9,0
Royals,746332,Offensive,1,3
Royals,746332,Offensive,2,6
Royals,746332,Offensive,3,1
Royals,746332,Offensive,4,0
Royals,746332,Offensive,5,0
Royals,746332,Offensive,6,1
Royals,746332,Offensive,7,0
Royals,746332,Offensive,8,0
Royals,746332,Offensive,9,0
Tigers,746815,Offensive,1,0
Tigers,746815,Offensive,2,0
Tigers,746815,Offensive,3,0
Tigers,746815,Offensive,4,1
Tigers,746815,Offensive,5,1
Tigers,746815,Offensive,6,0
Tigers,746815,Offensive,7,0
Tigers,746815,Offensive,8,0
Tigers,746815,Offensive,9,1
White Sox,746815,Offensive,1,0
White Sox,746815,Offensive,2,0
White Sox,746815,Offensive,3,1
White Sox,746815,Offensive,4,0
White Sox,746815,Offensive,5,0
White Sox,746815,Offensive,6,0
White Sox,746815,Offensive,7,1
White Sox,746815,Offensive,8,0
White Sox,746815,Offensive,9,0
Yankees,746413,Offensive,1,0
Yankees,746413,Offensive,2,1
Yankees,746413,Offensive,3,0
Yankees,746413,Offensive,4,1
Yankees,746413,Offensive,5,1
Yankees,746413,Offensive,6,0
Yankees,746413,Offensive,7,0
Yankees,746413,Offensive,8,0
Yankees,746413,Offensive,9,1
Astros,746413,Offensive,1,0
Astros,746413,Offensive,2,0
Astros,746413,Offensive,3,1
Astros,746413,Offensive,4,0
Astros,746413,Offensive,5,0
Astros,746413,Offensive,6,2
Astros,746413,Offensive,7,0
Astros,746413,Offensive,8,0
Astros,746413,Offensive,9,0
Cubs,745035,Offensive,1,3
Cubs,745035,Offensive,2,0
Cubs,745035,Offensive,3,0
Cubs,745035,Offensive,4,2
Cubs,745035,Offensive,5,0
Cubs,745035,Offensive,6,0
Cubs,745035,Offensive,7,0
Cubs,745035,Offensive,8,0
Cubs,745035,Offensive,9,4
Rangers,745035,Offensive,1,0
Rangers,745035,Offensive,2,2
Rangers,745035,Offensive,3,0
Rangers,745035,Offensive,4,3
Rangers,745035,Offensive,5,0
Rangers,745035,Offensive,6,0
Rangers,745035,Offensive,7,0
Rangers,745035,Offensive,8,0
Rangers,745035,Offensive,9,0
Guardians,745683,Offensive,1,0
Guardians,745683,Offensive,2,0
Guardians,745683,Offensive,3,0
Guardians,745683,Offensive,4,0
Guardians,745683,Offensive,5,0
Guardians,745683,Offensive,6,0
Guardians,745683,Offensive,7,0
Guardians,745683,Offensive,8,3
Guardians,745683,Offensive,9,0
Athletics,745683,Offensive,1,2
Athletics,745683,Offensive,2,0
Athletics,745683,Offensive,3,1
Athletics,745683,Offensive,4,0
Athletics,745683,Offensive,5,0
Athletics,745683,Offensive,6,0
Athletics,745683,Offensive,7,0
Athletics,745683,Offensive,8,0
Athletics,745683,Offensive,9,1
Rockies,747222,Offensive,1,0
Rockies,747222,Offensive,2,0
Rockies,747222,Offensive,3,0
Rockies,747222,Offensive,4,0
Rockies,747222,Offensive,5,1
Rockies,747222,Offensive,6,0
Rockies,747222,Offensive,7,0
Rockies,747222,Offensive,8,0
Rockies,747222,Offensive,9,0
D-backs,747222,Offensive,1,3
D-backs,747222,Offensive,2,0
D-backs,747222,Offensive,3,0
D-backs,747222,Offensive,4,0
D-backs,747222,Offensive,5,2
D-backs,747222,Offensive,6,0
D-backs,747222,Offensive,7,0
D-backs,747222,Offensive,8,0
D-backs,747222,Offensive,9,0
Red Sox,745279,Offensive,1,0
Red Sox,745279,Offensive,2,1
Red Sox,745279,Offensive,3,0
Red Sox,745279,Offensive,4,3
Red Sox,745279,Offensive,5,0
Red Sox,745279,Offensive,6,1
Red Sox,745279,Offensive,7,0
Red Sox,745279,Offensive,8,0
Red Sox,745279,Offensive,9,0
Mariners,745279,Offensive,1,0
Mariners,745279,Offensive,2,1
Mariners,745279,Offensive,3,0
Mariners,745279,Offensive,4,0
Mariners,745279,Offensive,5,0
Mariners,745279,Offensive,6,0
Mariners,745279,Offensive,7,0
Mariners,745279,Offensive,8,0
Mariners,745279,Offensive,9,0
Giants,745438,Offensive,1,0
Giants,745438,Offensive,2,0
Giants,745438,Offensive,3,0
Giants,745438,Offensive,4,2
Giants,745438,Offensive,5,0
Giants,745438,Offensive,6,0
Giants,745438,Offensive,7,2
Giants,745438,Offensive,8,0
Giants,745438,Offensive,9,0
Padres,745438,Offensive,1,5
Padres,745438,Offensive,2,4
Padres,745438,Offensive,3,3
Padres,745438,Offensive,4,0
Padres,745438,Offensive,5,0
Padres,745438,Offensive,6,0
Padres,745438,Offensive,7,0
Padres,745438,Offensive,8,1
Padres,745438,Offensive,9,0
Cardinals,746166,Offensive,1,0
Cardinals,746166,Offensive,2,0
Cardinals,746166,Offensive,3,1
Cardinals,746166,Offensive,4,0
Cardinals,746166,Offensive,5,1
Cardinals,746166,Offensive,6,2
Cardinals,746166,Offensive,7,0
Cardinals,746166,Offensive,8,0
Cardinals,746166,Offensive,9,0
Dodgers,746166,Offensive,1,0
Dodgers,746166,Offensive,2,0
Dodgers,746166,Offensive,3,0
Dodgers,746166,Offensive,4,0
Dodgers,746166,Offensive,5,0
Dodgers,746166,Offensive,6,2
Dodgers,746166,Offensive,7,0
Dodgers,746166,Offensive,8,3
Dodgers,746166,Offensive,9,0
Braves,746817,Offensive,1,0
Braves,746817,Offensive,2,0
Braves,746817,Offensive,3,1
Braves,746817,Offensive,4,2
Braves,746817,Offensive,5,1
Braves,746817,Offensive,6,2
Braves,746817,Offensive,7,0
Braves,746817,Offensive,8,3
Braves,746817,Offensive,9,0
White Sox,746817,Offensive,1,0
White Sox,746817,Offensive,2,0
White Sox,746817,Offensive,3,0
White Sox,746817,Offensive,4,0
White Sox,746817,Offensive,5,0
White Sox,746817,Offensive,6,0
White Sox,746817,Offensive,7,0
White Sox,746817,Offensive,8,0
White Sox,746817,Offensive,9,0
Rockies,746899,Offensive,1,0
Rockies,746899,Offensive,2,0
Rockies,746899,Offensive,3,0
Rockies,746899,Offensive,4,0
Rockies,746899,Offensive,5,0
Rockies,746899,Offensive,6,0
Rockies,746899,Offensive,7,0
Rockies,746899,Offensive,8,0
Rockies,746899,Offensive,9,0
Cubs,746899,Offensive,1,0
Cubs,746899,Offensive,2,0
Cubs,746899,Offensive,3,0
Cubs,746899,Offensive,4,0
Cubs,746899,Offensive,5,0
Cubs,746899,Offensive,6,3
Cubs,746899,Offensive,7,2
Cubs,746899,Offensive,8,0
Cubs,746899,Offensive,9,0
Pirates,744875,Offensive,1,0
Pirates,744875,Offensive,2,2
Pirates,744875,Offensive,3,0
Pirates,744875,Offensive,4,0
Pirates,744875,Offensive,5,0
Pirates,744875,Offensive,6,1
Pirates,744875,Offensive,7,0
Pirates,744875,Offensive,8,3
Pirates,744875,Offensive,9,2
Nationals,744875,Offensive,1,0
Nationals,744875,Offensive,2,0
Nationals,744875,Offensive,3,1
Nationals,744875,Offensive,4,0
Nationals,744875,Offensive,5,0
Nationals,744875,Offensive,6,0
Nationals,744875,Offensive,7,2
Nationals,744875,Offensive,8,0
Nationals,744875,Offensive,9,1
Royals,747058,Offensive,1,0
Royals,747058,Offensive,2,0
Royals,747058,Offensive,3,3
Royals,747058,Offensive,4,0
Royals,747058,Offensive,5,0
Royals,747058,Offensive,6,0
Royals,747058,Offensive,7,0
Royals,747058,Offensive,8,0
Royals,747058,Offensive,9,1
Orioles,747058,Offensive,1,0
Orioles,747058,Offensive,2,0
Orioles,747058,Offensive,3,0
Orioles,747058,Offensive,4,3
Orioles,747058,Offensive,5,0
Orioles,747058,Offensive,6,0
Orioles,747058,Offensive,7,0
Orioles,747058,Offensive,8,1
Orioles,747058,Offensive,9,2
Reds,745600,Offensive,1,0
Reds,745600,Offensive,2,0
Reds,745600,Offensive,3,0
Reds,745600,Offensive,4,0
Reds,745600,Offensive,5,0
Reds,745600,Offensive,6,2
Reds,745600,Offensive,7,0
Reds,745600,Offensive,8,0
Reds,745600,Offensive,9,0
Reds,745600,Offensive,10,4
Phillies,745600,Offensive,1,2
Phillies,745600,Offensive,2,0
Phillies,745600,Offensive,3,0
Phillies,745600,Offensive,4,0
Phillies,745600,Offensive,5,0
Phillies,745600,Offensive,6,0
Phillies,745600,Offensive,7,0
Phillies,745600,Offensive,8,0
Phillies,745600,Offensive,9,0
Phillies,745600,Offensive,10,1
Angels,746085,Offensive,1,0
Angels,746085,Offensive,2,1
Angels,746085,Offensive,3,0
Angels,746085,Offensive,4,1
Angels,746085,Offensive,5,0
Angels,746085,Offensive,6,2
Angels,746085,Offensive,7,0
Angels,746085,Offensive,8,1
Angels,746085,Offensive,9,2
Marlins,746085,Offensive,1,4
Marlins,746085,Offensive,2,0
Marlins,746085,Offensive,3,0
Marlins,746085,Offensive,4,0
Marlins,746085,Offensive,5,0
Marlins,746085,Offensive,6,0
Marlins,746085,Offensive,7,0
Marlins,746085,Offensive,8,0
Marlins,746085,Offensive,9,0
Rangers,745109,Offensive,1,3
Rangers,745109,Offensive,2,0
Rangers,745109,Offensive,3,0
Rangers,745109,Offensive,4,0
Rangers,745109,Offensive,5,0
Rangers,745109,Offensive,6,3
Rangers,745109,Offensive,7,0
Rangers,745109,Offensive,8,1
Rangers,745109,Offensive,9,2
Rays,745109,Offensive,1,0
Rays,745109,Offensive,2,0
Rays,745109,Offensive,3,0
Rays,745109,Offensive,4,0
Rays,745109,Offensive,5,0
Rays,745109,Offensive,6,0
Rays,745109,Offensive,7,3
Rays,745109,Offensive,8,0
Rays,745109,Offensive,9,0
Tigers,745842,Offensive,1,0
Tigers,745842,Offensive,2,0
Tigers,745842,Offensive,3,0
Tigers,745842,Offensive,4,0
Tigers,745842,Offensive,5,0
Tigers,745842,Offensive,6,0
Tigers,745842,Offensive,7,0
Tigers,745842,Offensive,8,0
Tigers,745842,Offensive,9,0
Tigers,745842,Offensive,10,5
Mets,745842,Offensive,1,0
Mets,745842,Offensive,2,0
Mets,745842,Offensive,3,0
Mets,745842,Offensive,4,0
Mets,745842,Offensive,5,0
Mets,745842,Offensive,6,0
Mets,745842,Offensive,7,0
Mets,745842,Offensive,8,0
Mets,745842,Offensive,9,0
Mets,745842,Offensive,10,0
Blue Jays,746409,Offensive,1,0
Blue Jays,746409,Offensive,2,0
Blue Jays,746409,Offensive,3,0
Blue Jays,746409,Offensive,4,0
Blue Jays,746409,Offensive,5,0
Blue Jays,746409,Offensive,6,0
Blue Jays,746409,Offensive,7,0
Blue Jays,746409,Offensive,8,0
Blue Jays,746409,Offensive,9,0
Astros,746409,Offensive,1,3
Astros,746409,Offensive,2,1
Astros,746409,Offensive,3,0
Astros,746409,Offensive,4,1
Astros,746409,Offensive,5,0
Astros,746409,Offensive,6,2
Astros,746409,Offensive,7,3
Astros,746409,Offensive,8,0
Astros,746409,Offensive,9,0
Red Sox,745675,Offensive,1,1
Red Sox,745675,Offensive,2,2
Red Sox,745675,Offensive,3,5
Red Sox,745675,Offensive,4,0
Red Sox,745675,Offensive,5,0
Red Sox,745675,Offensive,6,1
Red Sox,745675,Offensive,7,0
Red Sox,745675,Offensive,8,0
Red Sox,745675,Offensive,9,0
Athletics,745675,Offensive,1,0
Athletics,745675,Offensive,2,0
Athletics,745675,Offensive,3,0
Athletics,745675,Offensive,4,0
Athletics,745675,Offensive,5,0
Athletics,745675,Offensive,6,0
Athletics,745675,Offensive,7,0
Athletics,745675,Offensive,8,0
Athletics,745675,Offensive,9,0
Guardians,745277,Offensive,1,0
Guardians,745277,Offensive,2,0
Guardians,745277,Offensive,3,2
Guardians,745277,Offensive,4,0
Guardians,745277,Offensive,5,0
Guardians,745277,Offensive,6,1
Guardians,745277,Offensive,7,0
Guardians,745277,Offensive,8,1
Guardians,745277,Offensive,9,0
Mariners,745277,Offensive,1,0
Mariners,745277,Offensive,2,4
Mariners,745277,Offensive,3,0
Mariners,745277,Offensive,4,1
Mariners,745277,Offensive,5,0
Mariners,745277,Offensive,6,0
Mariners,745277,Offensive,7,0
Mariners,745277,Offensive,8,0
Mariners,745277,Offensive,9,0
Cardinals,745437,Offensive,1,3
Cardinals,745437,Offensive,2,1
Cardinals,745437,Offensive,3,0
Cardinals,745437,Offensive,4,0
Cardinals,745437,Offensive,5,0
Cardinals,745437,Offensive,6,2
Cardinals,745437,Offensive,7,0
Cardinals,745437,Offensive,8,0
Cardinals,745437,Offensive,9,0
Padres,745437,Offensive,1,0
Padres,745437,Offensive,2,0
Padres,745437,Offensive,3,1
Padres,745437,Offensive,4,0
Padres,745437,Offensive,5,0
Padres,745437,Offensive,6,1
Padres,745437,Offensive,7,0
Padres,745437,Offensive,8,0
Padres,745437,Offensive,9,0
Yankees,747218,Offensive,1,0
Yankees,747218,Offensive,2,2
Yankees,747218,Offensive,3,3
Yankees,747218,Offensive,4,0
Yankees,747218,Offensive,5,0
Yankees,747218,Offensive,6,0
Yankees,747218,Offensive,7,0
Yankees,747218,Offensive,8,0
Yankees,747218,Offensive,9,0
D-backs,747218,Offensive,1,0
D-backs,747218,Offensive,2,0
D-backs,747218,Offensive,3,1
D-backs,747218,Offensive,4,0
D-backs,747218,Offensive,5,0
D-backs,747218,Offensive,6,0
D-backs,747218,Offensive,7,1
D-backs,747218,Offensive,8,0
D-backs,747218,Offensive,9,0
Giants,746170,Offensive,1,0
Giants,746170,Offensive,2,0
Giants,746170,Offensive,3,0
Giants,746170,Offensive,4,0
Giants,746170,Offensive,5,0
Giants,746170,Offensive,6,1
Giants,746170,Offensive,7,1
Giants,746170,Offensive,8,0
Giants,746170,Offensive,9,1
Dodgers,746170,Offensive,1,1
Dodgers,746170,Offensive,2,0
Dodgers,746170,Offensive,3,2
Dodgers,746170,Offensive,4,0
Dodgers,746170,Offensive,5,0
Dodgers,746170,Offensive,6,3
Dodgers,746170,Offensive,7,2
Dodgers,746170,Offensive,8,0
Dodgers,746170,Offensive,9,0
Twins,746009,Offensive,1,0
Twins,746009,Offensive,2,0
Twins,746009,Offensive,3,0
Twins,746009,Offensive,4,1
Twins,746009,Offensive,5,0
Twins,746009,Offensive,6,0
Twins,746009,Offensive,7,1
Twins,746009,Offensive,8,0
Twins,746009,Offensive,9,0
Brewers,746009,Offensive,1,0
Brewers,746009,Offensive,2,1
Brewers,746009,Offensive,3,2
Brewers,746009,Offensive,4,0
Brewers,746009,Offensive,5,0
Brewers,746009,Offensive,6,0
Brewers,746009,Offensive,7,0
Brewers,746009,Offensive,8,0
Brewers,746009,Offensive,9,0
Royals,747057,Offensive,1,0
Royals,747057,Offensive,2,3
Royals,747057,Offensive,3,0
Royals,747057,Offensive,4,1
Royals,747057,Offensive,5,0
Royals,747057,Offensive,6,0
Royals,747057,Offensive,7,0
Royals,747057,Offensive,8,0
Royals,747057,Offensive,9,0
Orioles,747057,Offensive,1,0
Orioles,747057,Offensive,2,0
Orioles,747057,Offensive,3,1
Orioles,747057,Offensive,4,0
Orioles,747057,Offensive,5,0
Orioles,747057,Offensive,6,0
Orioles,747057,Offensive,7,0
Orioles,747057,Offensive,8,0
Orioles,747057,Offensive,9,0
Reds,745598,Offensive,1,0
Reds,745598,Offensive,2,0
Reds,745598,Offensive,3,1
Reds,745598,Offensive,4,0
Reds,745598,Offensive,5,0
Reds,745598,Offensive,6,0
Reds,745598,Offensive,7,0
Reds,745598,Offensive,8,1
Reds,745598,Offensive,9,2
Phillies,745598,Offensive,1,1
Phillies,745598,Offensive,2,0
Phillies,745598,Offensive,3,0
Phillies,745598,Offensive,4,1
Phillies,745598,Offensive,5,0
Phillies,745598,Offensive,6,1
Phillies,745598,Offensive,7,5
Phillies,745598,Offensive,8,1
Phillies,745598,Offensive,9,0
Angels,746086,Offensive,1,0
Angels,746086,Offensive,2,0
Angels,746086,Offensive,3,0
Angels,746086,Offensive,4,1
Angels,746086,Offensive,5,0
Angels,746086,Offensive,6,2
Angels,746086,Offensive,7,0
Angels,746086,Offensive,8,0
Angels,746086,Offensive,9,0
Marlins,746086,Offensive,1,0
Marlins,746086,Offensive,2,0
Marlins,746086,Offensive,3,0
Marlins,746086,Offensive,4,0
Marlins,746086,Offensive,5,0
Marlins,746086,Offensive,6,0
Marlins,746086,Offensive,7,0
Marlins,746086,Offensive,8,0
Marlins,746086,Offensive,9,1
Rangers,745111,Offensive,1,0
Rangers,745111,Offensive,2,0
Rangers,745111,Offensive,3,0
Rangers,745111,Offensive,4,0
Rangers,745111,Offensive,5,0
Rangers,745111,Offensive,6,0
